Gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
TAF5	322.0	879.0	590.0	920.0	935.0	820.0
TAF5L	1349.0	3127.0	2383.0	1954.0	1992.0	1784.0
TAF6	865.0	2522.0	1838.0	1220.0	1139.0	1409.0
TAF6L	3.0	298.0	20.0	7.0	8.0	8.0
TAF7	1158.0	4438.0	3194.0	1479.0	1679.0	1577.0
TAF8	662.0	1458.0	1258.0	1062.0	1104.0	921.0
TAF9B	1121.0	3033.0	2394.0	1548.0	1517.0	1409.0
TAFA2	3.0	10.0	14.0	1.0	1.0	1.0
TAGLN2	17761.0	51149.0	36430.0	26208.0	27438.0	26694.0
TAGLN2P1	48.0	132.0	82.0	69.0	74.0	84.0
TAGLN3	55.0	152.0	144.0	131.0	136.0	157.0
TAL2	4.0	1.0	10.0	8.0	4.0	2.0
TALDO1	5095.0	12836.0	9503.0	11565.0	9907.0	10484.0
TAMM41_JH636055.2_141500_171339	149.0	430.0	282.0	327.0	309.0	256.0
TAMM41_chr3_11790442_11846919	285.0	739.0	563.0	700.0	552.0	481.0
TANC1	2391.0	5771.0	5649.0	1924.0	2112.0	1891.0
TANC2	268.0	506.0	137.0	571.0	411.0	1060.0
TANGO2	403.0	821.0	669.0	524.0	349.0	364.0
TANGO6	281.0	490.0	1089.0	1181.0	1008.0	1340.0
TANK	880.0	2736.0	2023.0	1015.0	1219.0	1022.0
TAOK1	3103.0	8526.0	8423.0	3445.0	3595.0	3299.0
TAOK2	2299.0	6087.0	5150.0	6244.0	4913.0	4659.0
TAOK3	1320.0	3233.0	2583.0	2002.0	1759.0	1832.0
TAP2_GL000250.2_4126847_4143643	156.0	28.0	4.0	68.0	432.0	433.0
TAP2_GL000251.2_4234034_4250979	145.0	326.0	250.0	473.0	377.0	319.0
TAP2_GL000252.2_4065551_4082348	157.0	159.0	4.0	69.0	432.0	433.0
TAP2_GL000253.2_4241186_4258134	148.0	334.0	259.0	491.0	306.0	397.0
TAP2_GL000254.2_4120921_4137847	1.0	1.0	2.0	1.0	2.0	1.0
TAP2_GL000255.2_4016121_4033069	150.0	338.0	261.0	496.0	310.0	400.0
TAP2_GL000256.2_4221235_4238030	156.0	28.0	4.0	67.0	432.0	433.0
TAP2_chr6_32821833_32838770	164.0	376.0	294.0	537.0	428.0	425.0
TAPBPL	13.0	0.0	0.0	56.0	0.0	18.0
TAPBP_GL000251.2_4711179_4725870	459.0	1127.0	1030.0	404.0	590.0	424.0
TAPBP_GL000252.2_4543212_4557902	459.0	1127.0	1030.0	404.0	590.0	424.0
TAPBP_GL000254.2_4735630_4750321	437.0	657.0	526.0	386.0	489.0	636.0
TAPBP_GL000255.2_4494115_4508814	450.0	1069.0	952.0	390.0	459.0	597.0
TAPBP_chr6_33299694_33314387	492.0	844.0	834.0	472.0	608.0	635.0
TAPT1	743.0	2255.0	1680.0	1795.0	1603.0	1465.0
TARBP1	683.0	1737.0	1619.0	1168.0	1185.0	4.0
TARBP2	1068.0	2489.0	2013.0	1402.0	1257.0	1186.0
TARDBP	5318.0	8229.0	10633.0	7738.0	9189.0	1298.0
TARS1	19563.0	49891.0	36882.0	16993.0	15696.0	13772.0
TARS2	1592.0	3990.0	2391.0	3357.0	2578.0	2868.0
TARS3	2.0	477.0	237.0	0.0	219.0	266.0
TAS2R14_GL877876.1_136112_402227	10.0	4.0	10.0	17.0	14.0	14.0
TAS2R14_chr12_10937408_11171573	10.0	4.0	10.0	17.0	14.0	12.0
TAS2R15P_GL877876.1_163131_164058	3.0	4.0	12.0	3.0	2.0	2.0
TAS2R15P_KI270904.1_163131_164058	3.0	1.0	12.0	3.0	2.0	1.0
TAS2R15P_chr12_10964425_10965352	3.0	4.0	12.0	3.0	2.0	2.0
TAS2R19_KI270904.1_220313_221314	2.0	4.0	11.0	4.0	2.0	4.0
TAS2R20_GL877876.1_195201_196581	1.0	2.0	9.0	2.0	2.0	3.0
TAS2R20_KI270904.1_195190_196570	1.0	3.0	7.0	0.0	1.0	3.0
TAS2R20_chr12_10996495_10997875	1.0	2.0	9.0	2.0	2.0	3.0
TAS2R2P	2.0	8.0	3.0	2.0	3.0	1.0
TAS2R3	4.0	1.0	20.0	4.0	0.0	0.0
TAS2R31_GL877876.1_229093_230113	3.0	5.0	3.0	1.0	4.0	2.0
TAS2R31_KI270904.1_229392_230412	2.0	8.0	11.0	3.0	3.0	5.0
TAS2R31_chr12_11030387_11031407	3.0	5.0	3.0	1.0	4.0	2.0
TAS2R4	7.0	32.0	190.0	43.0	43.0	16.0
TAS2R5	21.0	6.0	1.0	42.0	10.0	12.0
TAS2R64P_KI270904.1_278435_279357	2.0	5.0	3.0	0.0	2.0	0.0
TAS2R6P	1.0	14.0	2.0	12.0	2.0	7.0
TASOR	3930.0	4837.0	4519.0	5818.0	4640.0	5255.0
TASOR2	5341.0	9743.0	9635.0	6769.0	8987.0	4191.0
TASP1	232.0	668.0	505.0	289.0	386.0	307.0
TATDN1	1822.0	2859.0	2479.0	1596.0	1434.0	314.0
TATDN1P1	22.0	82.0	53.0	30.0	34.0	34.0
TATDN2	2779.0	7195.0	5407.0	4665.0	4259.0	3917.0
TATDN3	418.0	1049.0	821.0	1239.0	980.0	1166.0
TAX1BP1	5455.0	16743.0	10859.0	10124.0	10135.0	10094.0
TAX1BP3	1941.0	5780.0	3137.0	2860.0	2575.0	2482.0
TAZ	715.0	2061.0	1457.0	1813.0	897.0	1483.0
TBC1D1	747.0	2031.0	1665.0	1970.0	1723.0	1805.0
TBC1D10A	330.0	893.0	721.0	541.0	453.0	494.0
TBC1D10B	1557.0	4989.0	3521.0	2021.0	1844.0	1746.0
TBC1D12	363.0	1259.0	936.0	1163.0	1108.0	1232.0
TBC1D13	1374.0	3864.0	2890.0	4153.0	3370.0	3410.0
TBC1D14	3124.0	8845.0	6327.0	6636.0	5962.0	5854.0
TBC1D15	3286.0	9628.0	7500.0	2294.0	3007.0	2274.0
TBC1D17	676.0	3974.0	2017.0	1396.0	809.0	1111.0
TBC1D19	401.0	1057.0	936.0	596.0	523.0	592.0
TBC1D2	440.0	1655.0	1079.0	650.0	535.0	449.0
TBC1D20	1881.0	5388.0	4168.0	2790.0	2709.0	2880.0
TBC1D22A	653.0	1838.0	1352.0	789.0	715.0	660.0
TBC1D23	2872.0	9464.0	7269.0	6494.0	7063.0	6520.0
TBC1D24	919.0	2370.0	1765.0	1058.0	754.0	1063.0
TBC1D25	922.0	2281.0	1857.0	2094.0	1763.0	1501.0
TBC1D2B	19.0	1061.0	1106.0	996.0	858.0	827.0
TBC1D30	1286.0	3026.0	2145.0	2028.0	1796.0	1666.0
TBC1D31	755.0	1063.0	1427.0	401.0	730.0	490.0
TBC1D32	3.0	6.0	1.0	0.0	0.0	7.0
TBC1D4	2050.0	4908.0	3834.0	1988.0	2097.0	1842.0
TBC1D5	4059.0	9884.0	7212.0	6711.0	6261.0	6020.0
TBC1D7	225.0	1032.0	796.0	476.0	360.0	392.0
TBC1D8	3371.0	7688.0	6357.0	2251.0	1979.0	2011.0
TBC1D8-AS1	26.0	0.0	22.0	0.0	0.0	0.0
TBC1D8B	861.0	2468.0	1866.0	755.0	767.0	715.0
TBC1D9	1771.0	4284.0	3585.0	3167.0	2940.0	2995.0
TBC1D9B_KV575244.1_627626_672566	91.0	258.0	148.0	104.0	195.0	80.0
TBC1D9B_chr5_179862066_179907859	1596.0	4001.0	3222.0	1374.0	1372.0	1309.0
TBCA	1906.0	5078.0	3581.0	2545.0	2688.0	2766.0
TBCAP1	57.0	136.0	68.0	82.0	75.0	89.0
TBCB	1005.0	2944.0	2052.0	2081.0	1707.0	1801.0
TBCC	949.0	2323.0	1833.0	1197.0	1122.0	1032.0
TBCCD1	607.0	1480.0	1189.0	1724.0	1586.0	1692.0
TBCD_KI270860.1_155503_177989	427.0	711.0	456.0	748.0	714.0	560.0
TBCD_chr17_82752065_82945914	235.0	3595.0	2499.0	2501.0	1208.0	2522.0
TBCEL	976.0	2415.0	1919.0	782.0	971.0	1121.0
TBCE_chr1_235328570_235448952	5.0	40.0	7.0	8.0	20.0	6.0
TBCK	28.0	258.0	331.0	60.0	92.0	56.0
TBILA_KZ559105.1_16713_18649	35.0	44.0	180.0	72.0	81.0	59.0
TBILA_chr3_112133423_112135359	35.0	174.0	2.0	72.0	81.0	59.0
TBK1	1742.0	4751.0	20.0	16.0	7.0	8.0
TBKBP1	463.0	1584.0	1205.0	1168.0	924.0	1107.0
TBL1X	4612.0	12083.0	8655.0	2534.0	2382.0	2169.0
TBL1XR1	4899.0	12961.0	11156.0	5371.0	5806.0	6086.0
TBL2	1987.0	5593.0	3808.0	3430.0	3114.0	3098.0
TBL3	378.0	334.0	1408.0	2706.0	920.0	1932.0
TBP	767.0	2012.0	1370.0	687.0	687.0	717.0
TBPL1	1283.0	3799.0	2805.0	1855.0	1754.0	1331.0
TBRG1	1638.0	4431.0	3566.0	2210.0	1751.0	1752.0
TBRG4	1722.0	6700.0	4625.0	6216.0	5140.0	2954.0
TBX1	468.0	1476.0	974.0	966.0	887.0	882.0
TBX19	53.0	18.0	38.0	13.0	18.0	124.0
TBX2	509.0	1420.0	1050.0	707.0	1038.0	832.0
TBX3	609.0	1755.0	1394.0	1605.0	1527.0	1762.0
TBXAS1	1624.0	3776.0	2313.0	2386.0	2330.0	2200.0
TCAF1	181.0	549.0	749.0	359.0	399.0	424.0
TCAIM	1401.0	3589.0	2222.0	1067.0	1057.0	1144.0
TCEA1	720.0	12066.0	633.0	5426.0	132.0	868.0
TCEA2	567.0	1604.0	1251.0	1042.0	962.0	639.0
TCEA3_KQ458383.1_150888_194727	1.0	2.0	2.0	12.0	18.0	3.0
TCEA3_chr1_23380909_23424748	1.0	2.0	2.0	12.0	18.0	3.0
TCEAL1	337.0	1141.0	384.0	664.0	701.0	531.0
TCEAL3	12.0	23.0	18.0	11.0	0.0	21.0
TCEAL4	2547.0	7124.0	5160.0	2674.0	2505.0	2647.0
TCEAL9	1422.0	3989.0	3302.0	1031.0	1209.0	1324.0
TCEANC2	411.0	967.0	737.0	594.0	503.0	535.0
TCERG1	4781.0	8888.0	8801.0	7788.0	7433.0	6552.0
TCF12	2278.0	6104.0	4334.0	3519.0	3508.0	3173.0
TCF19_GL000251.2_2640970_2646639	12.0	113.0	20.0	106.0	13.0	13.0
TCF19_GL000252.2_2417862_2423531	12.0	110.0	22.0	115.0	12.0	13.0
TCF19_GL000253.2_2469087_2474716	12.0	105.0	22.0	116.0	12.0	13.0
TCF19_GL000254.2_2502701_2508330	12.0	105.0	22.0	116.0	12.0	13.0
TCF19_GL000255.2_2416574_2422248	7.0	21.0	17.0	92.0	10.0	8.0
TCF19_GL000256.2_2461957_2467631	7.0	21.0	17.0	92.0	10.0	8.0
TCF19_chr6_31158547_31167159	7.0	19.0	16.0	81.0	9.0	8.0
TCF20_GL383582.2_70204_125638	281.0	732.0	546.0	412.0	361.0	365.0
TCF20_KI270928.1_82358_137787	281.0	732.0	546.0	412.0	361.0	365.0
TCF20_chr22_42160013_42343616	287.0	112.0	88.0	415.0	175.0	372.0
TCF25	2057.0	3861.0	2829.0	2134.0	2588.0	1980.0
TCF3	3208.0	8919.0	6005.0	5038.0	4324.0	4696.0
TCF4	351.0	514.0	318.0	1068.0	807.0	985.0
TCF7	346.0	967.0	599.0	110.0	127.0	76.0
TCF7L2	718.0	1873.0	1635.0	1254.0	815.0	795.0
TCFL5	1428.0	2016.0	3204.0	3371.0	2394.0	2626.0
TCHP	794.0	2140.0	1654.0	1330.0	839.0	1178.0
TCIM	8.0	4.0	8.0	10.0	8.0	16.0
TCIRG1	179.0	590.0	740.0	1196.0	954.0	941.0
TCL6	3.0	27.0	5.0	6.0	5.0	4.0
TCN1	225.0	714.0	461.0	464.0	541.0	434.0
TCN2	3.0	0.0	0.0	2.0	0.0	0.0
TCOF1	5998.0	13421.0	9776.0	10176.0	9919.0	9664.0
TCP1	14788.0	38100.0	27559.0	25763.0	23650.0	24005.0
TCP11L1	544.0	2722.0	1465.0	1590.0	1442.0	1346.0
TCP11L2	97.0	286.0	966.0	477.0	657.0	82.0
TCP1P3	5.0	16.0	11.0	16.0	10.0	7.0
TCTA	734.0	2042.0	1512.0	1357.0	1220.0	1237.0
TCTE3_KI270797.1_15316_26789	22.0	127.0	88.0	41.0	42.0	29.0
TCTE3_chr6_169740109_169751587	22.0	127.0	88.0	41.0	42.0	29.0
TCTEX1D2	141.0	297.0	224.0	153.0	191.0	182.0
TCTEX1D4	2.0	7.0	7.0	9.0	4.0	2.0
TCTN1	225.0	668.0	356.0	406.0	759.0	415.0
TCTN2	212.0	0.0	463.0	653.0	475.0	530.0
TCTN3	1104.0	2759.0	2187.0	2280.0	1804.0	1766.0
TDG	1963.0	4943.0	4710.0	3226.0	3248.0	3417.0
TDGP1	36.0	89.0	75.0	69.0	58.0	64.0
TDP1	1258.0	3042.0	2241.0	971.0	958.0	950.0
TDP2	3588.0	9947.0	8432.0	4103.0	4274.0	4238.0
TDRD3	410.0	720.0	710.0	445.0	453.0	447.0
TDRD7	266.0	828.0	614.0	752.0	763.0	690.0
TDRKH	295.0	893.0	740.0	431.0	643.0	458.0
TDRKH-AS1	19.0	0.0	73.0	52.0	0.0	0.0
TDRP	52.0	181.0	133.0	89.0	82.0	76.0
TEAD1	4775.0	12284.0	10238.0	6346.0	5781.0	6045.0
TEAD2	525.0	1125.0	884.0	758.0	964.0	1413.0
TEAD4	922.0	1846.0	1269.0	895.0	1408.0	1319.0
TEC	1.0	405.0	1.0	312.0	293.0	330.0
TECPR1	670.0	1443.0	1487.0	750.0	574.0	16.0
TECPR2	2037.0	5347.0	4152.0	3925.0	3348.0	3148.0
TECR	1697.0	5367.0	4043.0	6626.0	6085.0	4109.0
TECRP1	117.0	346.0	133.0	179.0	201.0	218.0
TEDC1	53.0	60.0	103.0	330.0	45.0	96.0
TEDC2	288.0	595.0	584.0	438.0	448.0	452.0
TEDDM1	2.0	6.0	0.0	0.0	0.0	0.0
TEF	675.0	1579.0	986.0	523.0	515.0	559.0
TEFM	346.0	695.0	659.0	702.0	667.0	629.0
TEKT4P2	91.0	286.0	377.0	180.0	198.0	129.0
TELO2	1235.0	3050.0	2293.0	1818.0	1795.0	2034.0
TEN1	1.0	63.0	12.0	5.0	3.0	4.0
TEN1-CDK3	771.0	1187.0	1909.0	1951.0	1669.0	1759.0
TENM3	1499.0	2504.0	2184.0	971.0	941.0	53.0
TENM3-AS1	43.0	163.0	156.0	108.0	61.0	101.0
TENM4	2823.0	5519.0	4638.0	3592.0	2864.0	2698.0
TENT2	1225.0	3085.0	2967.0	1075.0	976.0	788.0
TENT4A	1822.0	4647.0	3812.0	2897.0	3065.0	2618.0
TENT4B	1056.0	3024.0	2146.0	1781.0	2424.0	2391.0
TENT5A	669.0	2772.0	2054.0	2685.0	3105.0	2360.0
TENT5B	40.0	0.0	81.0	0.0	57.0	0.0
TENT5C	464.0	1358.0	682.0	671.0	675.0	537.0
TEP1	651.0	1932.0	1646.0	21.0	1480.0	1164.0
TEPSIN	40.0	136.0	162.0	173.0	119.0	43.0
TERC	0.0	0.0	3.0	0.0	0.0	0.0
TERF1	1203.0	3194.0	2550.0	2374.0	1972.0	2281.0
TERF1P1	1.0	3.0	2.0	2.0	1.0	1.0
TERF1P2	2.0	8.0	2.0	2.0	4.0	2.0
TERF1P4	7.0	30.0	20.0	17.0	16.0	21.0
TERF1P5	13.0	31.0	20.0	27.0	22.0	15.0
TERF1P7	10.0	16.0	13.0	14.0	14.0	2.0
TERF2	1057.0	3365.0	1981.0	1122.0	1554.0	1152.0
TERF2IP	2791.0	7883.0	5744.0	3938.0	3911.0	4001.0
TERT	1.0	0.0	0.0	0.0	0.0	5.0
TES	9654.0	27698.0	20613.0	143.0	218.0	15101.0
TESK1	808.0	2534.0	1832.0	2023.0	1622.0	1698.0
TESK2	158.0	683.0	581.0	418.0	457.0	392.0
TESMIN	132.0	320.0	215.0	243.0	177.0	256.0
TET2	949.0	1697.0	1907.0	1692.0	1612.0	661.0
TET3	939.0	1236.0	1633.0	782.0	771.0	1232.0
TEX10	4079.0	10883.0	7905.0	5715.0	5060.0	5050.0
TEX13C	6.0	0.0	6.0	4.0	6.0	6.0
TEX15	242.0	471.0	101.0	160.0	0.0	0.0
TEX2	3010.0	7564.0	5694.0	1830.0	2098.0	1944.0
TEX261	24.0	199.0	42.0	67.0	32.0	95.0
TEX264	892.0	3433.0	2220.0	1627.0	1407.0	1634.0
TEX30	412.0	1154.0	817.0	1019.0	877.0	989.0
TEX54	2.0	2.0	8.0	4.0	2.0	0.0
TFAM	3003.0	8095.0	5720.0	7385.0	7693.0	7450.0
TFAP2A	683.0	7139.0	0.0	0.0	0.0	0.0
TFAP4	1087.0	2792.0	1780.0	1410.0	1255.0	1183.0
TFB1M	649.0	1640.0	1159.0	1308.0	1166.0	1184.0
TFB2M	1684.0	4632.0	3170.0	3489.0	3187.0	3104.0
TFCP2	499.0	1483.0	849.0	1155.0	1008.0	1064.0
TFDP1	3430.0	8779.0	6463.0	5089.0	5688.0	5998.0
TFDP2	1083.0	2627.0	2514.0	2203.0	1836.0	1882.0
TFDP3	2.0	0.0	0.0	0.0	0.0	0.0
TFE3	3157.0	9356.0	6803.0	5003.0	4762.0	4278.0
TFF1	351.0	1196.0	677.0	957.0	1120.0	791.0
TFF2	434.0	1711.0	814.0	804.0	956.0	633.0
TFF3	117.0	529.0	224.0	106.0	115.0	71.0
TFG	8018.0	24732.0	18316.0	14208.0	14104.0	14556.0
TFIP11	905.0	1831.0	2415.0	1274.0	1351.0	1148.0
TFPI	100.0	29.0	26.0	152.0	11.0	7.0
TFPI2	15.0	109.0	12.0	7.0	12.0	6.0
TFPT_GL949746.1_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949747.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949748.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949749.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949750.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949751.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949752.1_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFPT_GL949753.2_81433_90168	39.0	120.0	84.0	91.0	73.0	81.0
TFRC	28308.0	71576.0	53597.0	36847.0	36627.0	36380.0
TG	96.0	21226.0	2091.0	3290.0	2853.0	9756.0
TGDS	450.0	1250.0	862.0	1050.0	923.0	1019.0
TGFA	1245.0	3986.0	2758.0	1708.0	1418.0	1435.0
TGFB1	1405.0	3892.0	3125.0	2713.0	2343.0	2447.0
TGFB1I1	128.0	295.0	290.0	219.0	185.0	195.0
TGFB2	2082.0	5473.0	4115.0	5825.0	5144.0	5463.0
TGFB3	159.0	43.0	102.0	70.0	72.0	29.0
TGFBR1	1768.0	4734.0	4008.0	1899.0	1812.0	1882.0
TGFBR2	3401.0	8693.0	8012.0	4596.0	4160.0	4173.0
TGFBR3	2.0	1235.0	1017.0	691.0	771.0	677.0
TGFBRAP1	1204.0	2743.0	2030.0	2234.0	1971.0	1526.0
TGIF1	566.0	11123.0	8223.0	4629.0	4726.0	4547.0
TGIF2	1125.0	2401.0	1829.0	881.0	909.0	784.0
TGIF2-RAB5IF	56.0	25.0	170.0	96.0	29.0	191.0
TGM1_KZ208920.1_550092_565410	3.0	8.0	16.0	12.0	3.0	29.0
TGM1_chr14_24249114_24264432	3.0	8.0	16.0	12.0	3.0	29.0
TGM4_KN196475.1_399958_440340	2.0	3.0	10.0	0.0	3.0	0.0
TGM4_chr3_44874608_44914990	2.0	3.0	10.0	0.0	3.0	0.0
TGOLN2	4992.0	12649.0	8795.0	7690.0	6682.0	6842.0
TGS1	782.0	1727.0	1398.0	936.0	829.0	809.0
TH	1.0	2.0	1.0	0.0	0.0	0.0
THADA	1263.0	2424.0	2656.0	2236.0	2352.0	2179.0
THAP1	693.0	2046.0	1476.0	1036.0	1206.0	1096.0
THAP10	129.0	428.0	321.0	223.0	242.0	227.0
THAP11	1136.0	3059.0	2052.0	2127.0	1893.0	1799.0
THAP12	2457.0	6308.0	4381.0	4578.0	4657.0	4257.0
THAP12P7	197.0	282.0	196.0	204.0	234.0	201.0
THAP12P8	2.0	7.0	2.0	2.0	2.0	2.0
THAP2	298.0	831.0	522.0	479.0	469.0	553.0
THAP3	378.0	1406.0	759.0	393.0	403.0	463.0
THAP4	1796.0	4754.0	3332.0	3736.0	3171.0	3152.0
THAP5	1129.0	3111.0	2482.0	1447.0	1582.0	1572.0
THAP5P1	5.0	7.0	8.0	6.0	3.0	4.0
THAP7	418.0	1179.0	849.0	635.0	803.0	831.0
THAP7-AS1	21.0	111.0	61.0	38.0	41.0	39.0
THAP8	40.0	151.0	117.0	140.0	112.0	83.0
THAP9-AS1	2334.0	7314.0	5563.0	1816.0	2267.0	2013.0
THBD	6.0	17.0	10.0	16.0	4.0	11.0
THBS1	773.0	2737.0	2146.0	1449.0	1689.0	1607.0
THBS3	5.0	934.0	31.0	521.0	50.0	0.0
THEM4	12.0	256.0	151.0	31.0	207.0	208.0
THEM6	1290.0	3662.0	2411.0	3084.0	2398.0	2505.0
THG1L	1399.0	3177.0	2385.0	1699.0	1631.0	1567.0
THNSL1	429.0	1114.0	728.0	1279.0	1023.0	1161.0
THOC1	1234.0	3121.0	2524.0	2113.0	1977.0	1813.0
THOC2	5212.0	13021.0	10458.0	6267.0	7973.0	6045.0
THOC3	1992.0	4930.0	3793.0	4361.0	3896.0	4111.0
THOC5	718.0	2894.0	1633.0	1123.0	867.0	1177.0
THOC6	1161.0	3360.0	2254.0	1203.0	1645.0	1325.0
THOC7	931.0	2387.0	1347.0	1712.0	1548.0	1671.0
THOP1	2296.0	6066.0	4518.0	5916.0	5004.0	5485.0
THORLNC	12.0	67.0	43.0	24.0	29.0	32.0
THRA	1.0	947.0	701.0	1088.0	900.0	1012.0
THRAP3	4819.0	12836.0	9761.0	7091.0	7006.0	7107.0
THSD4	1206.0	3672.0	2663.0	1255.0	1044.0	1038.0
THSD8	41.0	100.0	82.0	97.0	127.0	103.0
THTPA	175.0	885.0	483.0	260.0	351.0	271.0
THUMPD1	2611.0	7162.0	5253.0	3646.0	3460.0	3475.0
THUMPD2	661.0	1520.0	1307.0	1524.0	1394.0	1359.0
THUMPD3	13.0	47.0	104.0	20.0	22.0	12.0
THUMPD3-AS1	2008.0	5712.0	3923.0	3150.0	3084.0	2426.0
THYN1	734.0	1885.0	1264.0	777.0	659.0	666.0
TIA1	1929.0	4761.0	4542.0	2889.0	3625.0	3834.0
TIAF1	11.0	41.0	72.0	28.0	32.0	2.0
TIAL1	1790.0	5600.0	5326.0	3200.0	1792.0	1810.0
TIAM1	1409.0	2830.0	2334.0	1392.0	1217.0	1229.0
TIAM2	91.0	95.0	27.0	7.0	10.0	14.0
TICAM1	1756.0	5004.0	3940.0	2780.0	2484.0	2598.0
TIFA	495.0	1385.0	1144.0	719.0	801.0	865.0
TIGAR	476.0	1098.0	1028.0	763.0	865.0	935.0
TIGD1	253.0	760.0	546.0	477.0	484.0	389.0
TIGD2	332.0	829.0	701.0	292.0	339.0	268.0
TIGD5_KI270816.1_87875_93264	301.0	906.0	564.0	769.0	626.0	668.0
TIGD5_chr8_143597831_143603224	301.0	906.0	564.0	769.0	626.0	668.0
TIGD6	268.0	658.0	580.0	322.0	330.0	306.0
TIGD7	533.0	1605.0	1297.0	1191.0	1037.0	1034.0
TIMELESS	2121.0	5239.0	4368.0	5303.0	5026.0	4910.0
TIMM10	771.0	2092.0	1463.0	1862.0	1454.0	1632.0
TIMM10B	1699.0	3849.0	3263.0	1457.0	1926.0	1601.0
TIMM13	927.0	4415.0	1376.0	711.0	627.0	861.0
TIMM17A	1594.0	4266.0	3307.0	3044.0	2910.0	3062.0
TIMM17B	911.0	2256.0	635.0	1530.0	668.0	1309.0
TIMM21	1765.0	4693.0	3627.0	4009.0	3784.0	3758.0
TIMM22_KI270862.1_36364_42918	309.0	799.0	545.0	614.0	518.0	588.0
TIMM22_KI270910.1_36364_42918	309.0	800.0	542.0	615.0	520.0	589.0
TIMM22_chr17_997129_1003671	309.0	799.0	542.0	614.0	517.0	588.0
TIMM23B-AGAP6	1111.0	3419.0	2870.0	1510.0	2219.0	1781.0
TIMM29	706.0	2279.0	1574.0	1285.0	1199.0	1282.0
TIMM44	5225.0	16153.0	12875.0	5592.0	4415.0	3950.0
TIMM50	1042.0	4123.0	2770.0	3402.0	2868.0	2923.0
TIMM8A	771.0	2266.0	1605.0	1069.0	1196.0	1109.0
TIMM8B	1086.0	3119.0	2279.0	2334.0	2020.0	2376.0
TIMM8BP2	7.0	16.0	12.0	14.0	11.0	12.0
TIMM9	1443.0	954.0	648.0	341.0	462.0	481.0
TIMMDC1	3283.0	9599.0	5405.0	3882.0	3276.0	5150.0
TIMP1	4776.0	15409.0	9874.0	15107.0	12162.0	12455.0
TIMP2	12257.0	34580.0	25196.0	16637.0	16861.0	16197.0
TINAGL1	36.0	236.0	126.0	1.0	12.0	3.0
TINCR	1.0	1.0	11.0	1.0	2.0	1.0
TINF2_KZ208920.1_540621_543652	554.0	1757.0	1210.0	758.0	737.0	739.0
TINF2_chr14_24239643_24242674	554.0	1757.0	1210.0	758.0	737.0	739.0
TIPARP	4590.0	13915.0	11093.0	10763.0	9888.0	9951.0
TIPARP-AS1	29.0	45.0	53.0	21.0	41.0	22.0
TIPIN	308.0	809.0	560.0	591.0	596.0	627.0
TIPRL	2547.0	6595.0	4905.0	3132.0	3231.0	3134.0
TIRAP	92.0	844.0	708.0	983.0	795.0	733.0
TJAP1	1476.0	3563.0	2137.0	2906.0	2741.0	2018.0
TJP1_KI270905.1_1984289_2106633	2856.0	5806.0	5795.0	3978.0	3278.0	3983.0
TJP1_chr15_29699367_29968865	2652.0	7372.0	5764.0	3911.0	4252.0	3927.0
TJP2	7.0	1760.0	1753.0	228.0	537.0	730.0
TJP3	10.0	5.0	9.0	15.0	0.0	5.0
TK1	1228.0	4013.0	2996.0	3050.0	3301.0	3376.0
TK2	418.0	716.0	540.0	1789.0	825.0	970.0
TKFC	959.0	3114.0	2117.0	2329.0	2008.0	1663.0
TKT	14565.0	35605.0	24609.0	20864.0	18173.0	14706.0
TLCD1	222.0	649.0	390.0	530.0	462.0	495.0
TLCD2_KI270861.1_132818_140466	54.0	84.0	0.0	0.0	0.0	0.0
TLCD2_chr17_1702816_1710377	54.0	46.0	0.0	0.0	0.0	0.0
TLCD3A	641.0	1821.0	1334.0	1167.0	1146.0	1213.0
TLCD4	677.0	2008.0	2073.0	1140.0	1305.0	1626.0
TLCD5	187.0	541.0	394.0	384.0	327.0	223.0
TLE1	1646.0	3291.0	3888.0	4352.0	4238.0	2964.0
TLE1P1	41.0	119.0	63.0	66.0	69.0	55.0
TLE2	155.0	280.0	418.0	319.0	140.0	120.0
TLE3	1372.0	3806.0	2959.0	3606.0	2584.0	2673.0
TLE4	267.0	754.0	502.0	869.0	826.0	1003.0
TLE5	4662.0	13607.0	9851.0	11552.0	7737.0	10231.0
TLE6	10.0	11.0	8.0	0.0	0.0	0.0
TLK1	2563.0	6895.0	5051.0	2695.0	2905.0	2468.0
TLK1P1	4.0	6.0	4.0	3.0	0.0	0.0
TLK2	2866.0	6685.0	4144.0	2498.0	3260.0	1801.0
TLL1	654.0	1133.0	796.0	0.0	31.0	271.0
TLN1	5487.0	15425.0	12447.0	14507.0	12009.0	11358.0
TLN2	155.0	392.0	332.0	408.0	316.0	339.0
TLNRD1	385.0	1119.0	817.0	1696.0	1433.0	1577.0
TLR2	10.0	253.0	310.0	206.0	190.0	140.0
